,split0_test_rmse,split1_test_rmse,split2_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,split0_test_mae,split1_test_mae,split2_test_mae,mean_test_mae,std_test_mae,rank_test_mae,split0_test_fcp,split1_test_fcp,split2_test_fcp,mean_test_fcp,std_test_fcp,rank_test_fcp,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_embedding_dim,param_dropout,param_num_epochs,param_lr,param_reg,model
0,1.676354234115594,1.6848301437773232,1.6938018541554531,1.68499541068279,0.00712391961990758,24,1.2790404755883327,1.2894470134902765,1.2981671081781059,1.2888848657522383,0.007818526123491548,138,0.35635802464237454,0.3877091575865536,0.4032813127238077,0.38244949831757863,0.019514042000784586,190,63.46464467048645,0.32021747896802466,7.229190985361735,0.07700986557717426,"{'embedding_dim': 10, 'dropout': 0, 'num_epochs': 30, 'lr': 0.01, 'reg': 0.01}",10,0.0,30,0.01,0.01,NNMF
1,1.6755245761636326,1.6844922791119452,1.6936599492230713,1.684558934832883,0.007403885072046249,9,1.2764342527666153,1.2883533101182205,1.2977113659763782,1.287499642953738,0.008707293776141677,126,0.35635802464237454,0.3607225598684822,0.4032813127238077,0.37345396574488815,0.021166250853432208,249,63.62387466430664,0.3109887232461946,7.2338329156239825,0.17081583794332456,"{'embedding_dim': 10, 'dropout': 0, 'num_epochs': 30, 'lr': 0.01, 'reg': 0.05}",10,0.0,30,0.01,0.05,NNMF
2,1.6750551150914252,1.684199204003697,1.6932492625596922,1.6841678605516048,0.007427762665982859,4,1.2738261325387874,1.2827090294719823,1.2902185657942884,1.2822512426016859,0.006700007145417855,76,0.35635802464237454,0.3607225598684822,0.4032813127238077,0.37345396574488815,0.021166250853432208,248,63.813377459843956,0.7264145637690279,6.640021244684855,0.9519279056566403,"{'embedding_dim': 10, 'dropout': 0, 'num_epochs': 30, 'lr': 0.01, 'reg': 0.1}",10,0.0,30,0.01,0.1,NNMF
3,1.676199235230519,1.6865631560095007,1.7102181811793793,1.6909935241397998,0.01423711797135327,136,1.2648528021027514,1.2930109399287968,1.3162804688909817,1.2913814036408435,0.02102685218485527,161,0.35635802464237454,0.39128573785685195,0.41907095235451536,0.38890490495124724,0.02565773566977878,163,63.99249998728434,0.6937924586312703,5.708513021469116,0.24332237750227886,"{'embedding_dim': 10, 'dropout': 0, 'num_epochs': 30, 'lr': 0.05, 'reg': 0.01}",10,0.0,30,0.05,0.01,NNMF
4,1.6756962155402664,1.7126669715599887,1.695465730444853,1.694609639181703,0.015105382470179085,177,1.2664028476766889,1.2936801229806774,1.3018960819170031,1.2873263508581232,0.0151705907234681,124,0.35332197948390603,0.36194014668372,0.3810419798556538,0.36543470200775996,0.01158327941005212,263,64.40283258756001,0.864073837272634,5.724008719126384,0.2361766074894052,"{'embedding_dim': 10, 'dropout': 0, 'num_epochs': 30, 'lr': 0.05, 'reg': 0.05}",10,0.0,30,0.05,0.05,NNMF
5,1.6752909832267373,1.6843163324897155,1.6946884428811924,1.6847652528658816,0.007925339420266946,17,1.2681033718972738,1.2876176795426928,1.2858367622157216,1.280519271218563,0.008809420472753902,58,0.33306051276942256,0.3190503856211639,0.3958683111397816,0.3493264031767893,0.0334034211152523,270,62.831305821736656,1.3842338440330368,5.717815160751343,0.1401231422471243,"{'embedding_dim': 10, 'dropout': 0, 'num_epochs': 30, 'lr': 0.05, 'reg': 0.1}",10,0.0,30,0.05,0.1,NNMF
6,1.6786514585056025,1.6956549191941794,1.7008210326896203,1.6917091367964676,0.009470987415003691,144,1.2599123913279175,1.3023397942714725,1.2775177593049964,1.2799233149681288,0.017404236144686447,55,0.41978531212930986,0.3727623026010717,0.45938922011782113,0.41731227828273426,0.035408498338846656,138,61.84571170806885,0.3333922355594873,5.687926689783732,0.12220632680258092,"{'embedding_dim': 10, 'dropout': 0, 'num_epochs': 30, 'lr': 0.1, 'reg': 0.01}",10,0.0,30,0.1,0.01,NNMF
7,1.6983585081532742,1.6874490033664797,1.693985696342728,1.6932644026208272,0.004482895057751009,157,1.3015390516873926,1.2943294895912465,1.2987026332494527,1.2981903915093638,0.002965494911451092,209,0.455066638736186,0.47021852692626637,0.43202767937017356,0.4524376150108753,0.015701784050957714,119,62.25994372367859,0.3908498425789997,5.585814158121745,0.0845451524387247,"{'embedding_dim': 10, 'dropout': 0, 'num_epochs': 30, 'lr': 0.1, 'reg': 0.05}",10,0.0,30,0.1,0.05,NNMF
8,1.6772877788339164,1.7104806861829907,1.7471869709540053,1.7116518119903041,0.028548238900764564,233,1.26233448037551,1.3112858575263646,1.3557379200564537,1.3097860859861095,0.038146538698922906,239,0.4333820404581378,0.4658296280988981,0.438336276059455,0.44584931487216367,0.014272252802253636,125,62.407755295435585,0.5371864531019405,5.518581310908,0.13098047639324603,"{'embedding_dim': 10, 'dropout': 0, 'num_epochs': 30, 'lr': 0.1, 'reg': 0.1}",10,0.0,30,0.1,0.1,NNMF
9,1.676314961601495,1.6843872828032354,1.6930418650560664,1.6845813698202654,0.006830108692267051,12,1.2789383770690559,1.2879354895978066,1.2945204619731436,1.287131442880002,0.006386715944461545,121,0.35635802464237454,0.3607225598684822,0.4032813127238077,0.37345396574488815,0.021166250853432208,252,103.17127776145935,0.17219120940920787,5.768245855967204,0.14813473420977025,"{'embedding_dim': 10, 'dropout': 0, 'num_epochs': 50, 'lr': 0.01, 'reg': 0.01}",10,0.0,50,0.01,0.01,NNMF
