,split0_test_rmse,split1_test_rmse,split2_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,split0_test_mae,split1_test_mae,split2_test_mae,mean_test_mae,std_test_mae,rank_test_mae,split0_test_fcp,split1_test_fcp,split2_test_fcp,mean_test_fcp,std_test_fcp,rank_test_fcp,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_k,param_sim_options,model,param_n_factors,param_n_epochs,param_lr_all,param_reg_all,param_biased,param_bsl_options
0,1.7036520808578475,1.6988728460613938,1.7099270081305897,1.7041506450166104,0.004526591758951751,315,1.3012514255669916,1.3007261055338533,1.3067679029423507,1.3029151446810652,0.0027327397667581267,324,0.2890308588819109,0.263846025330598,0.2588263018679618,0.2705677286934902,0.013215263603784397,200,2.812601327896118,0.3689266211150026,0.3991553783416748,0.01855381492315814,"{'k': 101, 'sim_options': {'name': 'pearson', 'min_support': 2, 'user_based': False, 'shrinkage': 0}}",101.0,"{'name': 'pearson', 'min_support': 2, 'user_based': False, 'shrinkage': 0}",KNNBasic,,,,,,
1,1.7036520808578475,1.6988728460613938,1.7099270081305897,1.7041506450166104,0.004526591758951751,313,1.3012514255669916,1.3007261055338533,1.3067679029423507,1.3029151446810652,0.0027327397667581267,323,0.2890308588819109,0.263846025330598,0.2588263018679618,0.2705677286934902,0.013215263603784397,198,2.5653200149536133,0.17973811606525586,0.34998401006062824,0.01589169109582509,"{'k': 101, 'sim_options': {'name': 'pearson', 'min_support': 2, 'user_based': False, 'shrinkage': 5}}",101.0,"{'name': 'pearson', 'min_support': 2, 'user_based': False, 'shrinkage': 5}",KNNBasic,,,,,,
2,1.7036520808578475,1.6988728460613938,1.7099270081305897,1.7041506450166104,0.004526591758951751,312,1.3012514255669916,1.3007261055338533,1.3067679029423507,1.3029151446810652,0.0027327397667581267,320,0.2890308588819109,0.263846025330598,0.2588263018679618,0.2705677286934902,0.013215263603784397,199,2.458760976791382,0.2062439544171051,0.37959766387939453,0.06395636877282475,"{'k': 101, 'sim_options': {'name': 'pearson', 'min_support': 2, 'user_based': False, 'shrinkage': 10}}",101.0,"{'name': 'pearson', 'min_support': 2, 'user_based': False, 'shrinkage': 10}",KNNBasic,,,,,,
3,1.7036520808578475,1.6988728460613938,1.7099270081305897,1.7041506450166104,0.004526591758951751,311,1.3012514255669916,1.3007261055338533,1.3067679029423507,1.3029151446810652,0.0027327397667581267,321,0.2890308588819109,0.263846025330598,0.2588263018679618,0.2705677286934902,0.013215263603784397,196,2.302903970082601,0.009252665903398743,0.3788635730743408,0.0666309076237817,"{'k': 101, 'sim_options': {'name': 'pearson', 'min_support': 2, 'user_based': False, 'shrinkage': 20}}",101.0,"{'name': 'pearson', 'min_support': 2, 'user_based': False, 'shrinkage': 20}",KNNBasic,,,,,,
4,1.7036520808578475,1.6988728460613938,1.7099270081305897,1.7041506450166104,0.004526591758951751,314,1.3012514255669916,1.3007261055338533,1.3067679029423507,1.3029151446810652,0.0027327397667581267,322,0.2890308588819109,0.263846025330598,0.2588263018679618,0.2705677286934902,0.013215263603784397,197,2.339054266611735,0.042459126628266924,0.36583471298217773,0.05745469288044442,"{'k': 101, 'sim_options': {'name': 'pearson', 'min_support': 2, 'user_based': False, 'shrinkage': 100}}",101.0,"{'name': 'pearson', 'min_support': 2, 'user_based': False, 'shrinkage': 100}",KNNBasic,,,,,,
5,1.7048128460181413,1.7020729734334068,1.7096646433370928,1.705516820929547,0.0031390071135683787,324,1.3008702649416872,1.3008695693669403,1.3064056907032853,1.3027151750039712,0.0026095886925107865,298,0.665931610813559,0.6230772061710461,0.6252408199104504,0.6380832122983519,0.019711591868740226,117,3.2851009368896484,0.045454704879230416,1.8681425253550212,0.1570152842332913,"{'k': 101, 'sim_options': {'name': 'pearson', 'min_support': 2, 'user_based': True, 'shrinkage': 0}}",101.0,"{'name': 'pearson', 'min_support': 2, 'user_based': True, 'shrinkage': 0}",KNNBasic,,,,,,
6,1.7048128460181413,1.7020729734334068,1.7096646433370928,1.705516820929547,0.0031390071135683787,320,1.3008702649416872,1.3008695693669403,1.3064056907032853,1.3027151750039712,0.0026095886925107865,296,0.665931610813559,0.6230772061710461,0.6252408199104504,0.6380832122983519,0.019711591868740226,118,4.337628364562988,1.1989347351017718,1.98751433690389,0.2218008548797008,"{'k': 101, 'sim_options': {'name': 'pearson', 'min_support': 2, 'user_based': True, 'shrinkage': 5}}",101.0,"{'name': 'pearson', 'min_support': 2, 'user_based': True, 'shrinkage': 5}",KNNBasic,,,,,,
7,1.7048128460181413,1.7020729734334068,1.7096646433370928,1.705516820929547,0.0031390071135683787,322,1.3008702649416872,1.3008695693669403,1.3064056907032853,1.3027151750039712,0.0026095886925107865,297,0.665931610813559,0.6230772061710461,0.6252408199104504,0.6380832122983519,0.019711591868740226,119,3.2613186836242676,0.16297303328985,1.7805142402648926,0.12783573958932554,"{'k': 101, 'sim_options': {'name': 'pearson', 'min_support': 2, 'user_based': True, 'shrinkage': 10}}",101.0,"{'name': 'pearson', 'min_support': 2, 'user_based': True, 'shrinkage': 10}",KNNBasic,,,,,,
8,1.7048128460181413,1.7020729734334068,1.7096646433370928,1.705516820929547,0.0031390071135683787,323,1.3008702649416872,1.3008695693669403,1.3064056907032853,1.3027151750039712,0.0026095886925107865,295,0.665931610813559,0.6230772061710461,0.6252408199104504,0.6380832122983519,0.019711591868740226,116,3.1853702863057456,0.10744483396423306,1.6912084420522053,0.056512900313903186,"{'k': 101, 'sim_options': {'name': 'pearson', 'min_support': 2, 'user_based': True, 'shrinkage': 20}}",101.0,"{'name': 'pearson', 'min_support': 2, 'user_based': True, 'shrinkage': 20}",KNNBasic,,,,,,
9,1.7048128460181413,1.7020729734334068,1.7096646433370928,1.705516820929547,0.0031390071135683787,321,1.3008702649416872,1.3008695693669403,1.3064056907032853,1.3027151750039712,0.0026095886925107865,294,0.665931610813559,0.6230772061710461,0.6252408199104504,0.6380832122983519,0.019711591868740226,120,3.164327383041382,0.02979712142766154,1.6402210394541423,0.018909862425629864,"{'k': 101, 'sim_options': {'name': 'pearson', 'min_support': 2, 'user_based': True, 'shrinkage': 100}}",101.0,"{'name': 'pearson', 'min_support': 2, 'user_based': True, 'shrinkage': 100}",KNNBasic,,,,,,
